functional,species,month,date,location,site,site.id,site.grp,start,end,turbidity.ntu,turbidity.group,visibility.m,salinity.psu,tds.ppt,do.mg.l,do.%.sat,turbidity.probe,nitrate.mg.l,nitrate.mv,temp.c,max.turbidity.probe,tl,depth,followed.min,turf.total,unk.oth.macro.total,d.versluysii.total,g.salicornia.total,coral.total,btw.branches.total,cca.total,sponge.total,other.total,total.total,turf,macro,coral,cca,sponge,mucus,other,total,turf.avg,macro.avg,coral.avg,cca.avg,sponge.avg,mucus.avg,other.avg,total.avg,ses,comments,diver,bc.branching,bc.rubble,bc.rock,bc.sand,bc.sponge,bc.plate,bc.cca,bc.turf,bc.macro
Grazer,A. triostegus,7,7/11/2023,L2 - Mid Bay,2,L2S2,C,13:30,14:00,1.250,<1.5,5.90,35.59,34.46,7.41,112.99,5.95,6.17,85.51,27.16329323,7.119133,10.0,0.5,3,31,0,0,0,0,0,0,0,0,31,10.3,0.0,0.0,0.0,0.0,0.0,0.0,10.3,25.1,0.0,0.0,0.0,0.0,0.0,0.0,25.1,Y,filamentous algae,LE,48.67,6.58,0.08,4.67,0.42,0.08,9.83,22.17,7.50
Grazer,A. triostegus,7,7/11/2023,L2 - Mid Bay,2,L2S2,C,13:30,14:00,1.250,<1.5,5.90,35.59,34.46,7.41,112.99,5.95,6.17,85.51,27.16329323,7.119133,10.0,0.5,3,93,0,0,0,0,0,0,0,0,93,31.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,25.1,0.0,0.0,0.0,0.0,0.0,0.0,25.1,Y,filamentous algae,LE,48.67,6.58,0.08,4.67,0.42,0.08,9.83,22.17,7.50
Grazer,A. triostegus,7,7/11/2023,L2 - Mid Bay,2,L2S2,C,13:30,14:00,1.250,<1.5,5.90,35.59,34.46,7.41,112.99,5.95,6.17,85.51,27.16329323,7.119133,14.0,0.5,2,80,0,0,0,0,0,0,0,0,80,40.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,25.1,0.0,0.0,0.0,0.0,0.0,0.0,25.1,Y,filamentous algae,LE,48.67,6.58,0.08,4.67,0.42,0.08,9.83,22.17,7.50
Grazer,A. triostegus,7,7/11/2023,L2 - Mid Bay,2,L2S2,C,13:30,14:00,1.250,<1.5,5.90,35.59,34.46,7.41,112.99,5.95,6.17,85.51,27.16329323,7.119133,4.0,0.5,3,9,0,0,0,0,0,0,0,0,9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,25.1,0.0,0.0,0.0,0.0,0.0,0.0,25.1,,-,LE,48.67,6.58,0.08,4.67,0.42,0.08,9.83,22.17,7.50
Grazer,A. triostegus,7,7/11/2023,L2 - Mid Bay,3,L2S3,B,14:20,14:50,1.192,<1.5,4.43,35.27,34.20,6.28,95.05,5.97,5.71,86.69,26.76330207,8.480815,6.0,0.5,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,,-,LE,45.25,8.00,0.25,4.25,1.00,0.08,10.83,20.58,9.75
Grazer,A. triostegus,7,7/11/2023,L2 - Mid Bay,3,L2S3,B,14:20,14:50,1.192,<1.5,4.43,35.27,34.20,6.28,95.05,5.97,5.71,86.69,26.76330207,8.480815,14.0,0.5,3,152,0,0,0,0,0,0,0,0,152,50.7,0.0,0.0,0.0,0.0,0.0,0.0,50.7,40.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,Y,-,LE,45.25,8.00,0.25,4.25,1.00,0.08,10.83,20.58,9.75
Grazer,A. triostegus,7,7/11/2023,L2 - Mid Bay,3,L2S3,B,14:20,14:50,1.192,<1.5,4.43,35.27,34.20,6.28,95.05,5.97,5.71,86.69,26.76330207,8.480815,8.0,0.5,3,142,0,0,0,0,0,0,0,0,142,47.3,0.0,0.0,0.0,0.0,0.0,0.0,47.3,40.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,Y,filamentous algae,LE,45.25,8.00,0.25,4.25,1.00,0.08,10.83,20.58,9.75
Grazer,A. triostegus,7,7/11/2023,L2 - Mid Bay,3,L2S3,B,14:20,14:50,1.192,<1.5,4.43,35.27,34.20,6.28,95.05,5.97,5.71,86.69,26.76330207,8.480815,14.0,0.5,3,186,0,0,0,0,0,0,0,0,186,62.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,Y,filamentous algae,LE,45.25,8.00,0.25,4.25,1.00,0.08,10.83,20.58,9.75
Grazer,A. triostegus,7,7/10/2023,L3 - North Bay,2,L3S2,C,12:35,13:10,1.619,-,2.75,32.97,32.22,6.14,90.79,5.63,5.16,88.22,26.19280633,5.695001,6.0,0.7,3,147,0,0,0,0,0,0,0,0,147,49.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,52.5,0.0,0.0,0.0,0.0,0.0,0.0,52.5,Y,filamentous algae,LE,41.58,5.50,0.25,0.00,1.25,0.42,29.33,16.75,4.92
Grazer,A. triostegus,7,7/10/2023,L3 - North Bay,2,L3S2,C,12:35,13:10,1.619,-,2.75,32.97,32.22,6.14,90.79,5.63,5.16,88.22,26.19280633,5.695001,4.0,1,3,89,0,0,0,0,0,0,0,0,89,29.7,0.0,0.0,0.0,0.0,0.0,0.0,29.7,52.5,0.0,0.0,0.0,0.0,0.0,0.0,52.5,Y,filamentous algae,LE,41.58,5.50,0.25,0.00,1.25,0.42,29.33,16.75,4.92
Grazer,A. triostegus,7,7/10/2023,L3 - North Bay,2,L3S2,C,12:35,13:10,1.619,-,2.75,32.97,32.22,6.14,90.79,5.63,5.16,88.22,26.19280633,5.695001,14.0,1,3,202,0,0,0,0,0,0,0,0,202,67.3,0.0,0.0,0.0,0.0,0.0,0.0,67.3,52.5,0.0,0.0,0.0,0.0,0.0,0.0,52.5,Y,filamentous algae,LE,41.58,5.50,0.25,0.00,1.25,0.42,29.33,16.75,4.92
Grazer,A. triostegus,7,7/10/2023,L3 - North Bay,2,L3S2,C,12:35,13:10,1.619,-,2.75,32.97,32.22,6.14,90.79,5.63,5.16,88.22,26.19280633,5.695001,10.0,1,3,182,0,0,0,0,0,0,0,0,182,60.7,0.0,0.0,0.0,0.0,0.0,0.0,60.7,52.5,0.0,0.0,0.0,0.0,0.0,0.0,52.5,Y,filamentous algae,LE,41.58,5.50,0.25,0.00,1.25,0.42,29.33,16.75,4.92
Grazer,A. triostegus,7,7/10/2023,L3 - North Bay,2,L3S2,C,12:35,13:10,1.619,-,2.75,32.97,32.22,6.14,90.79,5.63,5.16,88.22,26.19280633,5.695001,12.0,1,2.5,140,0,0,0,0,0,0,0,0,140,56.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,52.5,0.0,0.0,0.0,0.0,0.0,0.0,52.5,Y,filamentous algae,LE,41.58,5.50,0.25,0.00,1.25,0.42,29.33,16.75,4.92
Grazer,A. triostegus,7,7/10/2023,L3 - North Bay,3,L3S3,C,11:00,11:40,1.119,<1.5,6.88,35.00,33.98,6.77,101.70,5.84,5.85,86.35,26.403323,6.041164,8.0,0.7,3,3,0,0,0,0,0,0,0,0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.8,0.0,0.0,0.0,0.0,0.0,0.0,16.8,,filamentous algae,LE,56.00,4.92,0.67,0.00,0.33,0.08,24.42,10.92,2.67
Grazer,A. triostegus,7,7/10/2023,L3 - North Bay,3,L3S3,C,11:00,11:40,1.119,<1.5,6.88,35.00,33.98,6.77,101.70,5.84,5.85,86.35,26.403323,6.041164,4.0,0.7,3,37,0,0,0,0,0,0,0,0,37,12.3,0.0,0.0,0.0,0.0,0.0,0.0,12.3,16.8,0.0,0.0,0.0,0.0,0.0,0.0,16.8,,filamentous algae,LE,56.00,4.92,0.67,0.00,0.33,0.08,24.42,10.92,2.67
Grazer,A. triostegus,7,7/10/2023,L3 - North Bay,3,L3S3,C,11:00,11:40,1.119,<1.5,6.88,35.00,33.98,6.77,101.70,5.84,5.85,86.35,26.403323,6.041164,12.0,1,3,72,0,0,0,0,0,0,0,0,72,24.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,16.8,0.0,0.0,0.0,0.0,0.0,0.0,16.8,Y,filamentous algae,LE,56.00,4.92,0.67,0.00,0.33,0.08,24.42,10.92,2.67
Grazer,A. triostegus,7,7/10/2023,L3 - North Bay,3,L3S3,C,11:00,11:40,1.119,<1.5,6.88,35.00,33.98,6.77,101.70,5.84,5.85,86.35,26.403323,6.041164,12.0,1,3,89,0,0,0,0,0,0,0,0,89,29.7,0.0,0.0,0.0,0.0,0.0,0.0,29.7,16.8,0.0,0.0,0.0,0.0,0.0,0.0,16.8,Y,filamentous algae,LE,56.00,4.92,0.67,0.00,0.33,0.08,24.42,10.92,2.67
Grazer,A. triostegus,8,8/24/2023,L1 - South Bay,1,L1S1,A,11:20,11:50,2.796,-,2.30,37.19,35.83,5.83,91.12,6.11,6.48,85.06,27.83422111,6.908363,8.0,1,3,183,0,0,0,0,0,0,0,0,183,61.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,44.8,0.0,0.0,0.0,0.0,0.0,0.0,44.8,Y,-,JM,24.83,24.08,4.33,20.83,9.75,0.00,2.58,13.33,0.25
Grazer,A. triostegus,8,8/24/2023,L1 - South Bay,1,L1S1,A,11:20,11:50,2.796,-,2.30,37.19,35.83,5.83,91.12,6.11,6.48,85.06,27.83422111,6.908363,7.0,1,2.5,111,0,0,0,0,3,0,0,0,114,45.6,0.0,0.0,0.0,0.0,0.0,0.0,45.6,44.8,0.0,0.0,0.0,0.0,0.0,0.0,44.8,Y,turf,JM,24.83,24.08,4.33,20.83,9.75,0.00,2.58,13.33,0.25
Grazer,A. triostegus,8,8/24/2023,L1 - South Bay,1,L1S1,A,11:20,11:50,2.796,-,2.30,37.19,35.83,5.83,91.12,6.11,6.48,85.06,27.83422111,6.908363,10.0,1,3,141,0,0,0,0,0,0,0,0,141,47.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,44.8,0.0,0.0,0.0,0.0,0.0,0.0,44.8,Y,-,JM,24.83,24.08,4.33,20.83,9.75,0.00,2.58,13.33,0.25
Grazer,A. triostegus,8,8/24/2023,L1 - South Bay,1,L1S1,A,11:20,11:50,2.796,-,2.30,37.19,35.83,5.83,91.12,6.11,6.48,85.06,27.83422111,6.908363,8.0,1.5,3,150,0,0,0,0,0,0,0,0,150,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,44.8,0.0,0.0,0.0,0.0,0.0,0.0,44.8,Y,-,LE,24.83,24.08,4.33,20.83,9.75,0.00,2.58,13.33,0.25
Grazer,A. triostegus,8,8/24/2023,L1 - South Bay,1,L1S1,A,11:20,11:50,2.796,-,2.30,37.19,35.83,5.83,91.12,6.11,6.48,85.06,27.83422111,6.908363,5.0,1.2,3,104,0,0,0,0,0,0,0,0,104,34.7,0.0,0.0,0.0,0.0,0.0,0.0,34.7,44.8,0.0,0.0,0.0,0.0,0.0,0.0,44.8,Y,-,LE,24.83,24.08,4.33,20.83,9.75,0.00,2.58,13.33,0.25
Grazer,A. triostegus,8,8/24/2023,L1 - South Bay,1,L1S1,A,11:20,11:50,2.796,-,2.30,37.19,35.83,5.83,91.12,6.11,6.48,85.06,27.83422111,6.908363,4.0,2,3,91,0,0,0,0,0,0,0,0,91,30.3,0.0,0.0,0.0,0.0,0.0,0.0,30.3,44.8,0.0,0.0,0.0,0.0,0.0,0.0,44.8,Y,-,KG,24.83,24.08,4.33,20.83,9.75,0.00,2.58,13.33,0.25
Grazer,A. triostegus,8,8/24/2023,L1 - South Bay,2,L1S2,C,12:20,12:50,1.419,<1.5,3.53,36.90,35.57,5.97,93.44,5.85,6.23,85.61,28.07217,6.588066,8.0,1,2.117,118,0,0,0,0,0,0,0,0,118,55.7,0.0,0.0,0.0,0.0,0.0,0.0,55.7,41.9,0.0,0.0,0.0,0.0,0.0,0.0,41.9,,-,JM,48.67,10.92,0.25,7.42,2.92,0.75,7.83,16.67,4.58
Grazer,A. triostegus,8,8/24/2023,L1 - South Bay,2,L1S2,C,12:20,12:50,1.419,<1.5,3.53,36.90,35.57,5.97,93.44,5.85,6.23,85.61,28.07217,6.588066,8.0,1.5,3,99,0,0,0,0,0,0,0,0,99,33.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,41.9,0.0,0.0,0.0,0.0,0.0,0.0,41.9,Y,-,KG,48.67,10.92,0.25,7.42,2.92,0.75,7.83,16.67,4.58
Grazer,A. triostegus,8,8/24/2023,L1 - South Bay,2,L1S2,C,12:20,12:50,1.419,<1.5,3.53,36.90,35.57,5.97,93.44,5.85,6.23,85.61,28.07217,6.588066,10.0,0.5,3,135,0,0,0,0,0,0,0,0,135,45.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,41.9,0.0,0.0,0.0,0.0,0.0,0.0,41.9,Y,-,LE,48.67,10.92,0.25,7.42,2.92,0.75,7.83,16.67,4.58
Grazer,A. triostegus,8,8/24/2023,L1 - South Bay,2,L1S2,C,12:20,12:50,1.419,<1.5,3.53,36.90,35.57,5.97,93.44,5.85,6.23,85.61,28.07217,6.588066,10.0,0.5,3,102,0,0,0,0,0,0,0,0,102,34.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,41.9,0.0,0.0,0.0,0.0,0.0,0.0,41.9,Y,-,LE,48.67,10.92,0.25,7.42,2.92,0.75,7.83,16.67,4.58
Grazer,A. triostegus,8,8/24/2023,L1 - South Bay,3,L1S3,B,13:00,13:30,2.251,-,2.40,37.06,35.70,6.37,100.81,6.22,5.95,86.54,28.70570185,6.860852,6.0,0.5,3,85,0,0,0,0,0,0,0,0,85,28.3,0.0,0.0,0.0,0.0,0.0,0.0,28.3,18.1,0.0,0.0,0.0,0.0,0.0,0.0,18.1,Y,-,LE,61.67,5.25,0.50,13.83,2.67,0.00,4.42,9.17,2.50
Grazer,A. triostegus,8,8/24/2023,L1 - South Bay,3,L1S3,B,13:00,13:30,2.251,-,2.40,37.06,35.70,6.37,100.81,6.22,5.95,86.54,28.70570185,6.860852,14.0,1,2.5,30,0,0,0,0,0,0,0,0,30,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,18.1,Y,-,LE,61.67,5.25,0.50,13.83,2.67,0.00,4.42,9.17,2.50
Grazer,A. triostegus,8,8/24/2023,L1 - South Bay,3,L1S3,B,13:00,13:30,2.251,-,2.40,37.06,35.70,6.37,100.81,6.22,5.95,86.54,28.70570185,6.860852,13.0,1.5,2.5,7,0,0,0,0,0,0,0,0,7,2.8,0.0,0.0,0.0,0.0,0.0,0.0,2.8,18.1,0.0,0.0,0.0,0.0,0.0,0.0,18.1,Y,-,KG,61.67,5.25,0.50,13.83,2.67,0.00,4.42,9.17,2.50
Grazer,A. triostegus,8,8/24/2023,L1 - South Bay,3,L1S3,B,13:00,13:30,2.251,-,2.40,37.06,35.70,6.37,100.81,6.22,5.95,86.54,28.70570185,6.860852,12.0,1,1.73,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,18.1,,-,JM,61.67,5.25,0.50,13.83,2.67,0.00,4.42,9.17,2.50
Grazer,A. triostegus,8,8/24/2023,L1 - South Bay,3,L1S3,B,13:00,13:30,2.251,-,2.40,37.06,35.70,6.37,100.81,6.22,5.95,86.54,28.70570185,6.860852,14.0,1,3,142,0,0,0,0,0,0,0,0,142,47.3,0.0,0.0,0.0,0.0,0.0,0.0,47.3,18.1,0.0,0.0,0.0,0.0,0.0,0.0,18.1,Y,-,JM,61.67,5.25,0.50,13.83,2.67,0.00,4.42,9.17,2.50
Grazer,A. triostegus,8,8/25/2023,L3 - North Bay,2,L3S2,C,14:35,15:25,1.919,-,4.43,35.25,34.16,7.52,116.87,6.03,6.13,85.92,28.16712362,6.108316,6.0,1,3,318,0,0,0,0,0,0,0,0,318,106.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,61.6,2.6,0.0,0.0,0.0,0.0,0.0,64.2,,-,JM,41.58,5.50,0.25,0.00,1.25,0.42,29.33,16.75,4.92
Grazer,A. triostegus,8,8/25/2023,L3 - North Bay,2,L3S2,C,14:35,15:25,1.919,-,4.43,35.25,34.16,7.52,116.87,6.03,6.13,85.92,28.16712362,6.108316,7.0,1,3,109,0,0,0,0,0,0,0,0,109,36.3,0.0,0.0,0.0,0.0,0.0,0.0,36.3,61.6,2.6,0.0,0.0,0.0,0.0,0.0,64.2,,-,JM,41.58,5.50,0.25,0.00,1.25,0.42,29.33,16.75,4.92
Grazer,A. triostegus,8,8/25/2023,L3 - North Bay,2,L3S2,C,14:35,15:25,1.919,-,4.43,35.25,34.16,7.52,116.87,6.03,6.13,85.92,28.16712362,6.108316,12.0,1,3,132,0,0,0,0,5,0,0,0,137,45.7,0.0,0.0,0.0,0.0,0.0,0.0,45.7,61.6,2.6,0.0,0.0,0.0,0.0,0.0,64.2,,turf,JM,41.58,5.50,0.25,0.00,1.25,0.42,29.33,16.75,4.92
Grazer,A. triostegus,8,8/25/2023,L3 - North Bay,2,L3S2,C,14:35,15:25,1.919,-,4.43,35.25,34.16,7.52,116.87,6.03,6.13,85.92,28.16712362,6.108316,8.0,1,3,139,0,39,0,0,0,0,0,0,178,46.3,13.0,0.0,0.0,0.0,0.0,0.0,59.3,61.6,2.6,0.0,0.0,0.0,0.0,0.0,64.2,,bubble,JM,41.58,5.50,0.25,0.00,1.25,0.42,29.33,16.75,4.92
Grazer,A. triostegus,8,8/25/2023,L3 - North Bay,2,L3S2,C,14:35,15:25,1.919,-,4.43,35.25,34.16,7.52,116.87,6.03,6.13,85.92,28.16712362,6.108316,5.0,1,3,221,0,0,0,0,0,0,0,0,221,73.7,0.0,0.0,0.0,0.0,0.0,0.0,73.7,61.6,2.6,0.0,0.0,0.0,0.0,0.0,64.2,Y,-,JM,41.58,5.50,0.25,0.00,1.25,0.42,29.33,16.75,4.92
Grazer,A. triostegus,8,8/25/2023,L3 - North Bay,3,L3S3,C,12:40,13:30,1.302,<1.5,4.18,35.82,34.65,6.43,99.64,6.06,6.00,86.20,27.76795923,6.544811,7.0,1,3,19,0,0,0,0,0,3,0,0,22,6.3,0.0,0.0,1.0,0.0,0.0,0.0,7.3,19.0,0.0,0.0,0.3,0.0,0.0,0.0,19.3,,-,JM,56.00,4.92,0.67,0.00,0.33,0.08,24.42,10.92,2.67
Grazer,A. triostegus,8,8/25/2023,L3 - North Bay,3,L3S3,C,12:40,13:30,1.302,<1.5,4.18,35.82,34.65,6.43,99.64,6.06,6.00,86.20,27.76795923,6.544811,10.0,1.5,2.45,69,0,0,0,0,0,0,0,0,69,28.2,0.0,0.0,0.0,0.0,0.0,0.0,28.2,19.0,0.0,0.0,0.3,0.0,0.0,0.0,19.3,,-,JM,56.00,4.92,0.67,0.00,0.33,0.08,24.42,10.92,2.67
Grazer,A. triostegus,8,8/25/2023,L3 - North Bay,3,L3S3,C,12:40,13:30,1.302,<1.5,4.18,35.82,34.65,6.43,99.64,6.06,6.00,86.20,27.76795923,6.544811,12.0,1.5,3,62,0,0,0,0,0,2,0,0,64,20.7,0.0,0.0,0.7,0.0,0.0,0.0,21.3,19.0,0.0,0.0,0.3,0.0,0.0,0.0,19.3,,-,JM,56.00,4.92,0.67,0.00,0.33,0.08,24.42,10.92,2.67
Grazer,A. triostegus,8,8/25/2023,L3 - North Bay,3,L3S3,C,12:40,13:30,1.302,<1.5,4.18,35.82,34.65,6.43,99.64,6.06,6.00,86.20,27.76795923,6.544811,10.0,1.5,3,21,0,0,0,0,0,0,0,0,21,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,19.0,0.0,0.0,0.3,0.0,0.0,0.0,19.3,Y,-,JM,56.00,4.92,0.67,0.00,0.33,0.08,24.42,10.92,2.67
Grazer,A. triostegus,8,8/25/2023,L3 - North Bay,3,L3S3,C,12:40,13:30,1.302,<1.5,4.18,35.82,34.65,6.43,99.64,6.06,6.00,86.20,27.76795923,6.544811,4.0,1.5,3,98,0,0,0,0,0,0,0,0,98,32.7,0.0,0.0,0.0,0.0,0.0,0.0,32.7,19.0,0.0,0.0,0.3,0.0,0.0,0.0,19.3,Y,-,JM,56.00,4.92,0.67,0.00,0.33,0.08,24.42,10.92,2.67
Grazer,A. triostegus,8,8/31/2023,L2 - Mid Bay,1,L2S1,C,11:00,11:30,1.363,<1.5,5.73,36.04,34.86,5.38,82.40,6.11,6.82,84.08,27.03204621,6.688783,6.0,0.5,3,177,0,0,0,0,0,0,0,0,177,59.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,38.6,4.6,0.0,0.0,0.0,0.0,0.0,43.2,Y,-,JM,55.83,4.58,0.00,1.00,0.00,0.08,6.33,23.83,8.33
Grazer,A. triostegus,8,8/31/2023,L2 - Mid Bay,1,L2S1,C,11:00,11:30,1.363,<1.5,5.73,36.04,34.86,5.38,82.40,6.11,6.82,84.08,27.03204621,6.688783,6.0,0.5,3,96,0,0,0,0,0,0,0,0,96,32.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,38.6,4.6,0.0,0.0,0.0,0.0,0.0,43.2,Y,-,JM,55.83,4.58,0.00,1.00,0.00,0.08,6.33,23.83,8.33
Grazer,A. triostegus,8,8/31/2023,L2 - Mid Bay,1,L2S1,C,11:00,11:30,1.363,<1.5,5.73,36.04,34.86,5.38,82.40,6.11,6.82,84.08,27.03204621,6.688783,7.0,0.5,3,71,0,0,0,0,0,0,0,0,71,23.7,0.0,0.0,0.0,0.0,0.0,0.0,23.7,38.6,4.6,0.0,0.0,0.0,0.0,0.0,43.2,Y,-,JM,55.83,4.58,0.00,1.00,0.00,0.08,6.33,23.83,8.33
Grazer,A. triostegus,8,8/31/2023,L2 - Mid Bay,1,L2S1,C,11:00,11:30,1.363,<1.5,5.73,36.04,34.86,5.38,82.40,6.11,6.82,84.08,27.03204621,6.688783,13.0,0.5,3,182,0,0,0,0,0,0,0,0,182,60.7,0.0,0.0,0.0,0.0,0.0,0.0,60.7,38.6,4.6,0.0,0.0,0.0,0.0,0.0,43.2,Y,-,JM,55.83,4.58,0.00,1.00,0.00,0.08,6.33,23.83,8.33
Grazer,A. triostegus,8,8/31/2023,L2 - Mid Bay,2,L2S2,C,11:50,12:20,1.538,-,5.00,36.68,35.39,6.22,96.56,6.12,7.34,82.79,27.66689,6.426609,6.0,0.5,3,97,0,0,0,0,0,0,0,0,97,32.3,0.0,0.0,0.0,0.0,0.0,0.0,32.3,36.4,0.0,0.0,0.0,0.0,0.0,0.0,36.4,Y,-,JM,48.67,6.58,0.08,4.67,0.42,0.08,9.83,22.17,7.50
Grazer,A. triostegus,8,8/31/2023,L2 - Mid Bay,2,L2S2,C,11:50,12:20,1.538,-,5.00,36.68,35.39,6.22,96.56,6.12,7.34,82.79,27.66689,6.426609,8.0,0.5,3,139,0,0,0,0,0,0,0,0,139,46.3,0.0,0.0,0.0,0.0,0.0,0.0,46.3,36.4,0.0,0.0,0.0,0.0,0.0,0.0,36.4,Y,-,JM,48.67,6.58,0.08,4.67,0.42,0.08,9.83,22.17,7.50
Grazer,A. triostegus,8,8/31/2023,L2 - Mid Bay,2,L2S2,C,11:50,12:20,1.538,-,5.00,36.68,35.39,6.22,96.56,6.12,7.34,82.79,27.66689,6.426609,5.0,0.5,3,158,0,0,0,0,0,0,0,0,158,52.7,0.0,0.0,0.0,0.0,0.0,0.0,52.7,36.4,0.0,0.0,0.0,0.0,0.0,0.0,36.4,Y,-,JM,48.67,6.58,0.08,4.67,0.42,0.08,9.83,22.17,7.50
Grazer,A. triostegus,8,8/31/2023,L2 - Mid Bay,2,L2S2,C,11:50,12:20,1.538,-,5.00,36.68,35.39,6.22,96.56,6.12,7.34,82.79,27.66689,6.426609,9.0,0.5,3,78,0,0,0,0,0,0,0,0,78,26.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,36.4,0.0,0.0,0.0,0.0,0.0,0.0,36.4,Y,-,JM,48.67,6.58,0.08,4.67,0.42,0.08,9.83,22.17,7.50
Grazer,A. triostegus,8,8/31/2023,L2 - Mid Bay,2,L2S2,C,11:50,12:20,1.538,-,5.00,36.68,35.39,6.22,96.56,6.12,7.34,82.79,27.66689,6.426609,8.0,0.5,3,74,0,0,0,0,0,0,0,0,74,24.7,0.0,0.0,0.0,0.0,0.0,0.0,24.7,36.4,0.0,0.0,0.0,0.0,0.0,0.0,36.4,Y,-,JM,48.67,6.58,0.08,4.67,0.42,0.08,9.83,22.17,7.50
Grazer,A. triostegus,8,8/31/2023,L2 - Mid Bay,3,L2S3,B,12:45,13:15,2.149,-,3.18,36.56,35.29,5.90,91.33,5.79,5.99,86.15,27.53032143,5.903265,6.0,0.5,3,183,0,0,0,0,0,0,0,0,183,61.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,46.5,0.0,0.0,0.0,0.0,0.0,0.0,46.5,Y,-,JM,45.25,8.00,0.25,4.25,1.00,0.08,10.83,20.58,9.75
Grazer,A. triostegus,8,8/31/2023,L2 - Mid Bay,3,L2S3,B,12:45,13:15,2.149,-,3.18,36.56,35.29,5.90,91.33,5.79,5.99,86.15,27.53032143,5.903265,6.0,0.5,3,121,0,0,0,0,0,0,0,0,121,40.3,0.0,0.0,0.0,0.0,0.0,0.0,40.3,46.5,0.0,0.0,0.0,0.0,0.0,0.0,46.5,Y,-,JM,45.25,8.00,0.25,4.25,1.00,0.08,10.83,20.58,9.75
Grazer,A. triostegus,8,8/31/2023,L2 - Mid Bay,3,L2S3,B,12:45,13:15,2.149,-,3.18,36.56,35.29,5.90,91.33,5.79,5.99,86.15,27.53032143,5.903265,7.0,0.5,3,207,0,0,0,0,0,0,0,0,207,69.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,46.5,0.0,0.0,0.0,0.0,0.0,0.0,46.5,Y,-,JM,45.25,8.00,0.25,4.25,1.00,0.08,10.83,20.58,9.75
Grazer,A. triostegus,8,8/31/2023,L2 - Mid Bay,3,L2S3,B,12:45,13:15,2.149,-,3.18,36.56,35.29,5.90,91.33,5.79,5.99,86.15,27.53032143,5.903265,8.0,0.5,3,141,0,0,0,0,0,0,0,0,141,47.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,46.5,0.0,0.0,0.0,0.0,0.0,0.0,46.5,Y,-,JM,45.25,8.00,0.25,4.25,1.00,0.08,10.83,20.58,9.75
Grazer,A. triostegus,8,8/31/2023,L2 - Mid Bay,3,L2S3,B,12:45,13:15,2.149,-,3.18,36.56,35.29,5.90,91.33,5.79,5.99,86.15,27.53032143,5.903265,9.0,0.5,2,104,0,0,0,0,0,0,0,0,104,52.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,46.5,0.0,0.0,0.0,0.0,0.0,0.0,46.5,Y,-,JM,45.25,8.00,0.25,4.25,1.00,0.08,10.83,20.58,9.75
Grazer,A. triostegus,8,8/31/2023,L2 - Mid Bay,3,L2S3,B,12:45,13:15,2.149,-,3.18,36.56,35.29,5.90,91.33,5.79,5.99,86.15,27.53032143,5.903265,6.0,0.5,3,29,0,0,0,0,0,0,0,0,29,9.7,0.0,0.0,0.0,0.0,0.0,0.0,9.7,46.5,0.0,0.0,0.0,0.0,0.0,0.0,46.5,Y,-,JM,45.25,8.00,0.25,4.25,1.00,0.08,10.83,20.58,9.75
